,File Name,Job title,Job number,SCHOOL_TYPE,ENTRY_SALARY,EDUCATION_MAJOR,EXP_JOB_CLASS_TITLE,COURSE_COUNT,COURSE_SUBJECT,COURSE_LENGTH,opendate,requirements,duties,DRIVERS_LICENSE_REQ,EXAM_TYPE,salary_end,salary_start,EXPERIENCE_LENGTH,EDUCATION_YEARS,sex,FULL_TIME_PART_TIME
529,SOCIAL WORKER 2385 102717  revised.txt,social worker,2385,College or University,"('58,171', ' to $85,044')"," with a degree in social work, social welfare, gerontology or psychology. PROCESS ",[],[],[],[],2017-10-27,"Graduation from an accredited Four-year college or university with a degree in social work, social welfare, gerontology or psychology. PROCESS ","A Social Worker performs a variety of professional social work tasks involving individuals, families, groups and communities; provides information and assistance to program recipients, caregivers and other professionals providing services to clients; performs continuing client assessment, diagnosis and treatment plans for various social services programs; may assign, review and evaluate the work of a group of employees engaged in delivering social services, including applying sound supervisory principles and techniques including building and maintaining an effective work force and fulfilling equal employment opportunity responsibilities, and personally conducts clinical assessments.",yes required,['Questionnaire'],"$85,044","58,171",Zero,Four,,full_time
530,SOLID RESOURCES SUPERINTENDENT 4102 031017 REV 032317 (2).txt,solid resources superintendent,4102,,"('88,218', ' to $125,551')",,[],[],[],[],2017-03-10,"Two years of full-time paid experience with the City of Los Angeles as a Refuse Collection Supervisor or in a class at that level supervising the collection, disposal, processing, transformation or related Solid Resources collection activities involved in municipal wastes.PROCESS ","A Solid Resources Superintendent plans, organizes, directs and coordinates the work of Solid Resources collection personnel engaged in Citywide Solid Resources collection, recycling and disposal programs or activities; prepares and monitors budgetary activities for the respective programs or activities; applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities.",yes required,"['Essay', 'Interview']","$125,551","88,218",Two,,,full_time
531,SOLID WASTE DISPOSAL SUPERINTENDENT 4108 020218.txt,solid waste disposal superintendent,4108,,"('81,161', ' to $118,661')",,"['experience in a class at the level of Equipment ', 'experience is met.WHERE TO APPLYApplications wil']",[],[],[],2018-02-02,"STwo years of full-time paid experience in a class at the level of Equipment Supervisor supervising work crews involved in One or more of the following:a. Landfill construction and/or landfill maintenance activities; orb. Green waste handling and processing operations of at least 100 tons per day; orc. Operation and supervision of staff engaged in waste transfer station activities at a minimum of 2,000 tons per day of refuse. PROCESS ","A Solid Waste Disposal Superintendent plans, organizes, directs, and coordinates the work of solid waste disposal personnel engaged in landfill closure, construction and post closure, maintenance activities, green waste mulching and composting facilities, material recovery facilities, and transfer stations; prepares and monitors budgetary activities for the division; projects staffing and equipment needs for new facilities and programs; applies sound supervisory techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and does related work.",not required,"['Essay', 'Interview']","$118,661","81,161",Two,,,full_time
532,SPECIAL INVESTIGATOR 0602 042216.txt,special investigator,0602,,"('64,665', ' to $94,502')",,['experience in the following order: 1) Applicants'],[],[],[],2016-04-22," Three years of full-time paid experience conducting investigations in the following areas: employment law, policies, and practices; or community advocacy; or alleged fraud, waste or misuse.","A Special Investigator conducts highly complex and sensitive personnel, financial, and administrative investigations; reviews and analyzes evidence which may involve violation of City policies, or of laws which may involve misconduct, possibly criminal in nature, by City employees; reviews complaint investigations; secures facts and develops evidence from all sources to establish the extent and nature of violations being investigated; and conducts risk assessments of potential fraud, data-mining probes of potential waste/abuse of City resources, and investigative interviews of witnesses, informants, suspects, custodians of records, and public and private persons at all levels.",yes required,['Questionnaire'],"$94,502","64,665",Three,,,full_time
533,STAFF ASSISTANT TO GENERAL MANAGER WATER AND POWER 9185 032715.txt, staff assistant to general manager water and power,9185,College or University,"('144,218', ' to $179,171')"," and Three years of full-time paid project management experience in a position at the level of a Utility Administrator III supervising professional staff responsible for work in One of the following areas: engineering, information technology, human resources, operating and capital budget planning and preparation, organizational development, strategic planning and workforce development, or utilities marketing.",['experience in a position at the level of a Utili'],[],[],[],2015-03-27,"  1. Current full-time paid employment with the City of Los Angeles; and 2. Graduation from an accredited Four-year college or university and Three years of full-time paid project management experience in a position at the level of a Utility Administrator III supervising professional staff responsible for work in One of the following areas: engineering, information technology, human resources, operating and capital budget planning and preparation, organizational development, strategic planning and workforce development, or utilities marketing.","A Staff Assistant to General Manager Water and Power reviews and analyzes Department expenditure programs, rates revenues, and costs; makes recommendations on the development of financial and budgetary planning and policies; advises management on financial and budgetary and personnel matters; may plan, organize and direct the work of staff engaged in such activities; and does related work.  ",yes required,[],"$179,171","144,218",Three,Four,,full_time
534,STEAM PLANT ASSISTANT 5622 051118 (1).txt,steam plant assistant,5622,,"('60,405', ' to $75,042')"," or trade school in physics, chemistry, electricity, or electronics; or3. Successful completion of One year of high school level course work in physics, chemistry, electricity, or electronics; or 4. Completion of the Hayden Electricity course sponsored by the Department of Water and Power; or5. One year of full-time paid experience in electrical or mechanical work involving the operation, maintenance, or repair of large machinery as found in an engine room on board a ship or in an electric generating plant, or electrical generating and distribution equipment such as found in an electric generating plant or receiving and distribution stations, or electrical distribution systems, including those of major industrial facilities such as oil refineries, chemical plants, or water treatment plants.PROCESS ",['experience in electrical or mechanical work invo'],[],[],[],2018-05-11,"S1. Completion of at least eight months in the Utility Pre-Craft Trainee training program sponsored by the Department of Water and Power; or 2. Successful completion of Three semester units or Four quarter units from an accredited college or university or trade school in physics, chemistry, electricity, or electronics; or3. Successful completion of One year of high school level course work in physics, chemistry, electricity, or electronics; or 4. Completion of the Hayden Electricity course sponsored by the Department of Water and Power; or5. One year of full-time paid experience in electrical or mechanical work involving the operation, maintenance, or repair of large machinery as found in an engine room on board a ship or in an electric generating plant, or electrical generating and distribution equipment such as found in an electric generating plant or receiving and distribution stations, or electrical distribution systems, including those of major industrial facilities such as oil refineries, chemical plants, or water treatment plants.PROCESS ","A Steam Plant Assistant assists in either operating, maintaining, or repairing steam electric generating plant equipment, including mechanical, electrical control and instrumentation, and auxiliary equipment.SPECIAL INFORMATION1. All entry-level positions have been designated as temporary training positions in accordance with Civil Service Rule 5.30. A Steam Plant Assistant must successfully complete a Four-year intensive on-the-job and classroom training program in order to receive an appointment to a regular Steam Plant Assistant position. 2. A Steam Plant Assistant receives intensive on-the-job training as well as formalized training outside of working hours.3. A Steam Plant Assistant is subject to working nights, holidays and weekends on a rotating shift basis at various work locations throughout the City's power system.4. The relaying of instructions and complex technological information over the telephOne and in person, in normal situations and under emergency conditions, requires that candidates be able to communicate orally in English in a clear and understandable manner.5. See the corresponding ""Job Preview"" for additional information regarding the duties of a Steam Plant Assistant in a trainee and/or regular position. The Job Preview is available on-line at http://per.lacity.org/exams/5622preview.pdf.",yes required,['Test'],"$75,042","60,405",One,,,full_time
535,STEAM PLANT MAINTENANCE MECHANIC 5630 0902116.txt,steam plant maintenance mechanic,5630,,"('97,092', None)",,['experience as a Steam Plant Assistant with the C'],[],[],[],2016-09-02,"Three years of full-time paid experience as a Steam Plant Assistant with the City of Los Angeles, One year of which must be as an Assistant Maintenance Mechanic or Controls Mechanic working on the maintenance, repair and overhaul of equipment at a large steam electric generating station.PROCESS ","A Steam Plant Maintenance Mechanic repairs, overhauls, and maintains high pressure, high temperature boilers, heat recovery steam generators (HRSG), steam turbines, gas turbines, and auxiliary equipment found in a large steam electric generating station.",yes required,['Test'],,"97,092",Three,,,full_time
536,STEAM PLANT MAINTENANCE SUPERVISOR 3786 033117.txt,steam plant maintenance supervisor,3786,,"('115,570', ' to $122,022')",,[],[],[],[],2017-03-31,"Four years of full-time paid experience with the City of Los Angeles as a Steam Plant Maintenance Mechanic or in a class at that level performing maintenance and repair of electric or mechanical equipment in a steam-electric generating station.PROCESS NOTES1. Applicants who lack six months or less of the required experience may file for this examination. However, they cannot be appointed until the full experience requirement is met.2. A valid California driver's license is required. Applicants will be disqualified and not eligible for hire if their record within the last 36 months reflects Three or more moving violations and/or at-fault accidents or a conviction of a major moving violation (such as a DUI).WHERE TO APPLYApplications will only be accepted on-line. When you are viewing the on-line job bulletin of your choice, simply scroll to the top of the page and select the ""Apply"" icon. On-line job bulletins are also available at https://www.governmentjobs.com/careers/lacity/promotionaljobs for Promotional Examinations. ","A Steam Plant Maintenance Supervisor assigns, reviews, and evaluates the work of a crew of journey-level employees and helpers engaged in the maintenance and repair of the electrical and mechanical equipment and the buildings of a steam-electric generating station and related facilities; or supervises several supervisors and their crews doing this type of work in a maintenance section; applies sound supervisory principles and techniques, including equal employment opportunity responsibilities, in building and maintaining an effective workforce.",yes required,['Interview'],"$122,022","115,570",Four,,,full_time
537,STEAM PLANT OPERATOR 5624 101416.txt,steam plant operator,5624,,"('92,665', None)",,['experience as a Station Equipment Operator or Co'],[],[],[],2016-10-14," Three years of full-time paid experience with the City of Los Angeles as a Steam Plant Assistant, One year of which must be as a Station Equipment Operator or Controls Mechanic in the independent operation and inspection of mechanical and electrical equipment at a steam-electric generating plant.PROCESS NOTES1. Applicants who lack six months or less of the required experience may file for this examination.  However, they cannot be appointed until the full experience requirement has been met.2. Only applicants who currently or have previously worked in the Department of Water and Power as Steam Plant Assistants in DDR (Duties Description Record) number 82-56017 or in DDR number 82-38096 will meet the required One year of experience as a Station Equipment Operator or Controls Mechanic to qualify for this examination. WHERE TO APPLYApplications will only be accepted on-line. When you are viewing the on-line job bulletin of your choice, simply scroll to the top of the page and select the ""Apply"" icon. On-line job bulletins are also available at https://www.governmentjobs.com/careers/lacity/promotionaljobs for Promotional Examinations.","A Steam Plant Operator oversees and participates in the operations of electric-generating equipment from remote control boards and from actual equipment locations including turbines, generators, high-pressure boilers, auxiliary equipment, and electrical switching facilities. ",not required,[],,"92,665",Three,,,full_time
538,STOREKEEPER 1835 051118.txt,storekeeper,1835,,"('45,309', ' to $66,231')",,"['experience as a Warehouse and Toolroom Worker wi', 'experience in a class at the level of Warehouse ', 'experience section of the application concerning all ']",[],[],[],2018-05-11,"S1. Two years of full-time paid experience as a Warehouse and Toolroom Worker with the City of Los Angeles; or2. Two years of full-time paid experience in a class at the level of Warehouse and Toolroom Worker which includes all of the following activities:  ordering, receiving, inspecting, storing, issuing, securing and accounting for each of the following categories:  materials, supplies, tools, and equipment.  PROCESS ","A Storekeeper assigns, reviews and evaluates the work of a small group of employees engaged in ordering, receiving, inspecting, storing, issuing, securing and accounting for materials, supplies, automotive parts, records, tools and equipment and performs related minor repair and assembly work; applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities.",yes required,['Interview'],"$66,231","45,309",Two,,,full_time
539,STORES SUPERVISOR 1866 122917.txt,stores supervisor,1866,,"('84,376', ' to $120,039')",,"['experience as a Principal Storekeeper with the C', 'experience as a Senior Storekeeper with the City']",[],[],[],2017-12-29,"S 1. Two years of full-time paid experience as a Principal Storekeeper with the City of Los Angeles; or2. Four years of full-time paid experience as a Senior Storekeeper with the City of Los Angeles.PROCESS NOTES1. Applicants who lack six months or less of the required experience may file for this examination. However, they cannot be appointed until the full experience requirement is met.2. Some positions may require a valid California driver's license. Candidates may not be eligible for appointment to these positions if their record within the 36 months reflects Three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI).WHERE TO APPLYApplications will only be accepted on-line. When you are viewing the on-line job bulletin of your choice, simply scroll to the top of the page and select the ""Apply"" icon. On-line job bulletins are also available at https://www.governmentjobs.com/careers/lacity/promotionaljobs for Promotional Examinations. ","A Stores Supervisor plans, organizes and directs the work of employees engaged in stores or warehouse management activities within a major warehousing operation, commodity based stores group, or in supply and procurement activities within a large department; develops, maintains, reviews and applies standards and procedures for interdepartmental stores systems; develops and monitors budget expenditures; does material planning; is involved with the implementation of applicable warehouse technology; ensures proper employee training; oversees compliance with purchasing related requirements and delegated procurement authorizations; implements policy and procedural changes and ensures compliance; is responsible for inventory control for a specific group of stores; and applies sound supervisory principles and techniques in building and maintaining an effective work force while fulfilling equal employment opportunity responsibilities.",yes required,[],"$120,039","84,376",Two,,,full_time
540,STREET LIGHTING CONSTRUCTION AND MAINTENANCE SUPERINTENDENT 3820 051818.txt,street lighting construction and maintenance superintendent,3820,,"('91,558', ' to $133,882')",,[],[],[],[],2018-05-18,"Four years of full-time paid experience with the City of Los Angeles as a Street Lighting Electrician Supervisor.PROCESS NOTEA valid California driver's license is required. Applicants will be disqualified and not eligible for hire if their record within the last 36 months reflects Three of moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI). WHERE TO APPLYApplications will only be accepted on-line. When you are viewing the on-line job bulletin of your choice, simply scroll to the top of the page and select the ""Apply"" icon. On-line job bulletins are also available at https://www.governmentjobs.com/careers/lacity/promotionaljobs for Promotional Examinations.","Oversees a major division of the Bureau of Street Lighting that is responsible for the implementation of the Light-Emitting Diode (LED) conversion program, the systems conversion program, new construction projects and the maintenance and repair of the entire City's street lighting system.",yes required,['Interview'],"$133,882","91,558",Four,,,full_time
541,STREET LIGHTING ELECTRICIAN  3811 022318.txt,street lighting electrician,3811,,"('90,645', None)",,"['experience as an Assistant Street Lighting Elect', 'experience in constructing electrolier street li']",[],[],[],2018-02-23,"S1. A valid California B driver's license or higher and valid medical certificate approved by the State of California Department of Motor Vehicles; and2. Two years of full-time paid experience as an Assistant Street Lighting Electrician, Line Maintenance Assistant, or in a position which is at that level which provides experience in constructing electrolier street lighting systems and repair and maintenance of high and low voltage street lighting circuitry.PROCESS ",A Street Lighting Electrician acts as a lead for and works with a crew of workers engaged in the construction and repair of electrolier street lighting systems.,yes required,"['Essay', 'Interview']",,"90,645",Two,,,full_time
542,STREET LIGHTING ELECTRICIAN SUPERVISOR 3840 031717.txt,street lighting electrician supervisor,3840,,"('99,347', None)",,['experience as a Street Lighting Electrician or i'],[],[],[],2017-03-17," Two years of full-time paid experience as a Street Lighting Electrician or in a class at that level performing construction and repair of high voltage street lighting systems. PROCESS NOTES 1. Applicants who lack six months or less of the required experience may file for this examination.  However, they cannot be appointed until the full experience requirement is met. 2. A valid California driver's license is required. Applicants will be disqualified and not eligible for hire if their record within the last 36 months reflects Three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI).WHERE TO APPLYApplications will only be accepted on-line. When you are viewing the on-line job bulletin of your choice, simply scroll to the top of the page and select the ""Apply"" icon. On-line job bulletins are also available at https://www.governmentjobs.com/careers/lacity/promotionaljobsfor Promotional Examinations. ","A Street Lighting Electrician Supervisor plans, organizes and directs the work of street lighting employees engaged in various activities of the Field Operations Division of the Bureau of Street Lighting, including construction, repair, yard, shop, and warehouse activities; or supervises several crews engaged in construction and repair of the street lighting systems in a major geographical area of the City; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",yes required,['Interview'],,"99,347",Two,,,full_time
543,STREET LIGHTING ENGINEER 7537 052617 (4).txt,street lighting engineer,7537,,"('89,637', ' to $127,555')",,"['experience in a class at the level of Street Lig', 'experience is gained after obtaining the EIT. 2.']",[],[],[],2017-05-26,"S1. Two years of full-time paid engineering experience in a class at the level of Street Lighting Engineering Associate II; and2. Registration as a Professional Engineer with the California Board for Professional Engineers, Land Surveyors, and Geologists.PROCESS ","A Street Lighting Engineer plans, organizes and directs the work of engineering and technical employees in a major division responsible for the preparation of reports, plans and cost estimates, and the performance of testing related to a variety of municipal street lighting projects; may represent the Bureau before the City Council, various City commissions and community groups; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",yes required,['Essay'],"$127,555","89,637",Two,,,full_time
544,STREET LIGHTING ENGINEERING ASSOCIATE 7527 101102 REV 032916.txt,campus interviews only,7527,College or University,"('64,916', ' to $92,394')"," with a degree in engineering, which includes at least 24 semester units or 36 quarter units of electrical or civil engineering core courses; or2. Possession of a valid Engineer-In-Training Certificate recognized by the State of California Board for Professional Engineers, Land Surveyors, and Geologists.3. In addition to the application, a Supplemental Form must be completed. You may attach a copy of school transcripts (annotated with the engineering core courses, credit earned, and grade received) to the Supplemental Form; however you must complete the entire Supplemental Form and attach it to the application. (Note: Supplemental Forms and applications will be available at the interview location.)",[],[],[],[],2002-10-11,"1. Graduation from an accredited Four-year college or university with a degree in engineering, which includes at least 24 semester units or 36 quarter units of electrical or civil engineering core courses; or2. Possession of a valid Engineer-In-Training Certificate recognized by the State of California Board for Professional Engineers, Land Surveyors, and Geologists.3. In addition to the application, a Supplemental Form must be completed. You may attach a copy of school transcripts (annotated with the engineering core courses, credit earned, and grade received) to the Supplemental Form; however you must complete the entire Supplemental Form and attach it to the application. (Note: Supplemental Forms and applications will be available at the interview location.)","A Street Lighting Engineering Associate performs professional engineering work in the preparation of plans, specifications, cost analysis, construction cost estimates and testing related to the construction, reconstruction, operation and repair of a variety of municipal street lighting projects; and does related work.",yes required,['Interview'],"$92,394","64,916",Zero,Four,,full_time
545,STREET SERVICES GENERAL SUPERINTENDENT 4160 042916.txt,street services general superintendent,4160,,"('103,356', ' to $147,078')",,"['experience in a class at the level of Street Ser', 'experience supervising or managing street maintenance; st', 'experience and personal qualifications by intervi']",[],[],[],2016-04-29,"1.Two years of full-time paid experience in a class at the level of Street Services Superintendent with the City of Los Angeles, supervising or managing street maintenance; street sweeping; resurfacing; or public works projects pertaining to street improvements, streetscapes or concrete infrastructure; or2.Five years of full-time paid experience supervising or managing street maintenance; street sweeping; resurfacing; or public works projects pertaining to street improvements, streetscapes, or concrete infrastructure. ","A Street Services General Superintendent directs or assists in directing the activities of various divisions within the Bureau of Street Services including Cleaning and Maintenance, Methods and Standards, Resurfacing and Reconstruction, or Special Projects Construction.",yes required,['Essay'],"$147,078","103,356",Two,,,full_time
546,STREET SERVICES INVESTIGATOR 4283 102315 REV 110315.txt,street services investigator,4283,,"('62,347', ' to $77,464')"," in criminal justice, administration of justice, code enforcement, or street maintenance technology. ","['experience in enforcing or explaining laws, ordi', 'experience as a Reserve Street Services Investig']",[],[],[],2015-10-23,"1. Possession of a California Commission on Peace Officer Standards and Training (P.O.S.T.) Penal Code Section 832 certificate (Laws of Arrest, Search and Seizure Training Certificate); and2. Three years of full-time paid experience in enforcing or explaining laws, ordinances, or City regulations; or3. Two years of experience as a Reserve Street Services Investigator anda. Two years of experience with a governmental agency conducting investigations and enforcing laws, orb. Completion of an Associate Degree program from an accredited college or university in criminal justice, administration of justice, code enforcement, or street maintenance technology. ","A Street Services Investigator conducts inspections, investigations, enforces laws and regulations pertaining to the use and safe condition of City streets, sidewalks and other public ways; may be required as a public officer to make arrests for violations of related provisions of the Los Angeles Municipal Code; keeps records which may be used as legal evidence; may appear in court as a witness; investigates accidents, third party personal injury, and property damage claims involving the Bureau of Street Services; and is subject to work various shifts and locations.",yes required,"['Written', 'Interview']","$77,464","62,347",Three,,,full_time
547,STREET SERVICES SUPERINTENDENT 4158 101918.txt,street services superintendent,4158,,"('85,816', ' to $125,447')",,"['experience as a Senior Street Services Investiga', 'experience as a Civil Engineering Associate II, ', 'experience in street construction, street mainte', 'experience is desired, but not required.4. After']",[],[],[],2018-10-19,"S1. Two years of full-time paid supervisory experience with the City of Los Angeles in a class at the level of Street Services Supervisor in street construction, street maintenance, asphalt plant operation, street resurfacing or special street maintenance projects; or2. Two years of full-time paid supervisory experience as a Senior Street Services Investigator with the City of Los Angeles; or3. Two years of full-time paid experience as a Civil Engineering Associate II, III, or IV with the City of Los Angeles performing or directing field engineering activities related to the design, specification, construction, maintenance, inspection and operation of projects concerning the public right-of-way; or4. Six years of full-time paid experience in street construction, street maintenance, asphalt plant operation, street resurfacing or special street maintenance projects, with Two of the six years supervising crews performing street maintenance activities.PROCESS ",A Street Services Superintendent directs or assists in directing general or specialized street maintenance activities such as resurfacing or pavement preservation for a large geographical area; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.,yes required,"['Questionnaire', 'Interview']","$125,447","85,816",Two,,,full_time
548,STREET SERVICES SUPERVISOR 4152 082815.txt,street services supervisor,4152,,"('71,409', ' to $88,719')",,[],[],[],[],2020-08-28,"Four years of full-time paid experience with the City of Los Angeles in a class at the level of Maintenance and Construction Helper in street maintenance field operations, street construction or reconstruction, appurtenant remodeling, street resurfacing, street repair, street enforcement and inspection, construction inspection, lot or street cleaning, or urban forestry.Successful completion of the Los Angeles Trade Technical College (LATTC) Street Maintenance Technology program may be substituted for Two years of the required experience.","A Street Services Supervisor assigns, reviews, and evaluates the work of One or more crews engaged in repairing, patching, cleaning, remodeling, resurfacing, or reconstructing City streets; and/or slurry seal and Portland Cement Concrete construction, or assists in coordinating the work of street resurfacing crews; or scheduling and dispatching transportation of materials and plant mixes, construction materials and debris transfer equipment; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",yes required,['Test'],"$88,719","71,409",Four,,,full_time
549,STREET SERVICES WORKER 4150 032318.txt,street services worker,4150,,"('41,760', ' to $61,053')",,"['experience in raking, tamping, smoothing, or com']",[],[],[],2018-03-23,"Three months of full-time paid experience in raking, tamping, smoothing, or compacting bituminous (asphalt) mixtures.PROCESS ",A Street Services Worker rakes hot mix asphalt to grade with an asphalt lute behind a paving machine; may shovel or spread hot asphalt materials to meet grade of existing structures in preparation for breakdown and intermediate rolling operations; operates screed controls of asphalt paving machine or may be assigned to slurry crew; makes small asphalt repairs (SAR) to roadway; may maintain paperwork; assists equipment operator to hand load debris; cleans job-site; places warning devices for traffic control set-up and may be assigned to other duties related to various street repair operations.,yes required,['Test'],"$61,053","41,760",Zero,,,full_time
550,STREET TREE SUPERINTENDENT 3160 060917.txt,street tree superintendent,3160,,"('81,828', ' to $119,684')",,"['experience as a Tree Surgeon Supervisor or in a ', 'experience is met.2. Some positions may require ']",[],[],[],2017-06-09,Two years of full-time paid experience as a Tree Surgeon Supervisor or in a class at that level supervising employees engaged in the maintenance and removal of trees. PROCESS ,"A Street Tree Superintendent directs division activities involved in the maintenance, planting, and removal of trees along City streets and the improvement and maintenance of landscaped traffic islands and parkways; or, in pruning trees to clear electrical conductors, construction, and equipment. ",yes required,"['Essay', 'Interview']","$119,684","81,828",Two,,,full_time
551,STRUCTURAL ENGINEER 7956 101918.txt,structural engineer,7956,,"('94,857', ' to $138,643')",,[],[],[],[],2018-10-19,"Authority to use the title Structural Engineer, issued by the California State Board of Registration for Professional Engineers, Land Surveyors, and Geologists. PROCESS ","A Structural Engineer performs professional engineering work in supervising an engineering group engaged in checking structural plans for conformance to building and zoning code regulations; closely overseeing or personally checking plans for the more complex and high rise structures; preparing or overseeing plans, designs, and specifications for a variety of structures; makes special structural engineering studies; provides structural engineering support during construction, including structural observations; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",yes required,[],"$138,643","94,857",Zero,,,full_time
552,STRUCTURAL ENGINEERING ASSOCIATE 7957 061617.txt,structural engineering associate,7957,,"('66,231', ' to $94,252')",", which includes at least 12 semester units or 18 quarter units of core courses in structural engineering; or2. Certification as an Engineer-In-Training recognized by the State of California Board for Professional Engineers, Land Surveyors, and Geologists; or3. Registration as a Professional Engineer with the State of California Board for Professional Engineers, Land Surveyors, and Geologists.PROCESS ",[],[],[],[],2017-06-16,"S1. A Bachelor's or Master's degree in engineering from an accredited college or university, which includes at least 12 semester units or 18 quarter units of core courses in structural engineering; or2. Certification as an Engineer-In-Training recognized by the State of California Board for Professional Engineers, Land Surveyors, and Geologists; or3. Registration as a Professional Engineer with the State of California Board for Professional Engineers, Land Surveyors, and Geologists.PROCESS ","A Structural Engineering Associate performs professional structural engineering work in the preparation or checking of designs, plans, specifications, estimates, and reports for a variety of structures; and does related work.",yes required,['Interview'],"$94,252","66,231",Zero,,,full_time
553,STRUCTURAL STEEL FABRICATOR 3793 122316.txt,structural steel fabricator,3793,,"('95,191', None)",,"['experience in work involving all of the followin', 'experience in fabrication, welding, altering, an']",[],[],[],2016-12-23,"Four years of full-time paid experience in work involving all of the following areas: fabrication, welding, altering, and assembling structural steel members and shapes.PROCESS ","A Structural Steel Fabricator works from structural blueprints or sketches and does skilled work in the fabrication, repair, alteration, and assembly of structural steel members and shapes; and performs related work.",yes required,['Test'],,"95,191",Four,,,full_time
554,STRUCTURAL STEEL FABRICATOR SUPERVISOR 3794 060217.txt,structural steel fabricator supervisor,3794,,"('102,959', ' to $108,701')",,"['experience as a journey-level structural steel f', 'experience is gained in positions after obtainin']",[],[],[],2017-06-02,"Four years of full-time paid experience as a journey-level structural steel fabricator.PROCESS NOTES1. Applicants who lack six months or less of the required experience may file for this examination. However, they cannot be appointed until the full experience requirement is met.2. Some positions may require a valid California driver's license.  Candidates may not be eligible for appointment to these positions if their record within the past 36 months reflects Three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI).3. To be at journey level, completion of a recognized apprentice program (usually Four years), or six years as a helper performing structural steel work, is required. Therefore, qualifying experience is gained in positions after obtaining journey level status.  WHERE TO APPLYApplications will only be accepted on-line. When you are viewing the on-line job bulletin of your choice, simply scroll to the top of the page and select the ""Apply"" icon. On-line job bulletins are also available at https://www.governmentjobs.com/careers/lacity/promotionaljobs for Promotional Examinations. ","A Structural Steel Fabricator Supervisor assigns, reviews and evaluates the work of a group of employees engaged in rigging and the fabrication, repair, alteration, and assembly of structural steel members and shapes; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",yes required,"['Essay', 'Interview']","$108,701","102,959",Four,,,full_time
555,SUPERINTENDENT OF RECREATION AND PARKS OPERATIONS 2472 012618.txt,superintendent of recreation and parks operations ,2472,,"('123,066', ' to $179,943')",,"['experience in a class at the level of Principal ', 'experience in supervising recreation programs, g', 'experience in a class at the level of Senior Par', 'experience in supervising recreation programs, g']",[],[],[],2018-01-26,"S 1. Two years of full-time paid experience in a class at the level of Principal Grounds Maintenance Supervisor or Principal Recreation Supervisor which provides experience in supervising recreation programs, grounds maintenance programs, concessions operations, or emergency operations and safety planning for facilities open to the public; or2. Four years of full-time paid experience in a class at the level of Senior Park Maintenance Supervisor or as a Recreation Supervisor which provides experience in supervising recreation programs, grounds maintenance programs, concessions operations or emergency operations and safety planning for facilities open to the public.PROCESS ","A Superintendent of Recreation and Parks Operations, through subordinate supervisors, plans, organizes, and directs recreation programming, park maintenance activities, and facility repair functions of a geographic region in the Department of Recreation and Parks and One or more Citywide functions which include forestry, childcare, senior citizens programming, aquatics, municipal sports, and camps; manages, prepares, and monitors budgets; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills Equal Employment Opportunity responsibilities; may act on behalf of an Assistant General Manager; and does related work.",yes required,"['Essay', 'Interview']","$179,943","123,066",Two,,,full_time
556,SUPERVISING CRIMINALIST 2235 030416.txt,supervising criminalist,2235,,"('95,672', ' to $136,138')",,['experience as a Criminalist II or III with the C'],[],[],[],2016-03-04,"Two years of full-time paid experience as a Criminalist II or III with the City of Los Angeles.NOTES:1. A valid California driver's license is required.  Applicants will be disqualified and not eligible for hire if their record within the last 36 months reflects Three or more moving violations and/or at-fault accidents, or a conviction of a major moving violations (such as DUI). 2. Applicants who lack six months or less of the required experience may file for this examination.  However, they cannot be appointed until the full experience requirement is met.WHERE TO APPLYApplications WILL ONLY BE ACCEPTED ON-LINE.  When you are viewing the on-line job bulletin of your choice, simply scroll to the top of the page and select the ""Apply"" icon.  On-line job bulletins are also available at https://www.governmentjobs.com/careers/lacity/promotionaljobs for Promotional Examinations.","A Supervising Criminalist supervises, assigns and evaluates the work of Criminalists engaged in searching for, collecting and preserving physical evidence in the investigation of crimes and suspected criminals, examining evidence by means of physical and chemical analysis, giving expert testimony in court; personally performs the more difficult assignments; applies sound supervisory principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity and employee relations responsibilities.A Supervising Criminalist is subject to call at any hour, 7-days a week and may work under unpleasant and adverse conditions, including high places, dangerous locations, and in proximity to dead bodies and biological and chemical hazards, in order to investigate crime scenes.",yes required,['Essay'],"$136,138","95,672",Two,,,full_time
